Branch#,Branch Name,Group,Code,Description,Long Description 1,Last Supplier,Outer Qty,Outer Desc,Jul2018 Qty Start,Free Stock,Ytd Qty Sold,Min Qty,Max Qty,Unit
"0","All","08","CFGEB24150","M24 X 150 GALV ENGINEERS BOLT","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGEB890","M8 X 90 GALV ENGINEERS BOLT","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGH","GIB HANDIBRAC - PER PACK (1 PAIR)","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFGHB1665","M16 X 65 GALV HSFG 8.8 BOLT/NUT/WASHER","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGHN10","M10 GALV HEX NUT","","MSL","0","","200","200","0","0","0",""
"0","All","08","CFGHN12","M12 GALV HEX NUT","","MSL","0","","200","174","16","0","0",""
"0","All","08","CFGHN16","M16 GALV HEX NUTS","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGHN20","M20 GALV HEX NUTS","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGHN24","M24 GALV HEX NUTS","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGHN8","M8 GALV HEX NUT","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGHSB","GIB HANDIBRAC SCREW BOLT - PER PACK","1 PAIR","MITLTD","0","","15","19","6","0","0",""
"0","All","08","CFGQT4","LUMBERLOK GIB QUIET TIES (4 FIXINGS/BAG)","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFGRB12200","RAG BOLT & NUT GALV M12 X 200","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGRW10","M10 ROUND HEAVY GALV WASHERS","","MSL","0","","200","197","4","0","0",""
"0","All","08","CFGRW12","M12 ROUND HEAVY GALV WASHERS","","MSL","0","","200","194","24","0","0",""
"0","All","08","CFGRW16","M16 ROUND HEAVY GALV WASHERS","","MSL","0","","100","100","0","0","0",""
"0","All","08","CFGRW16503","M16 X 50 X 3 ROUND HEAVY GALV WASHERS","","EDLFAS","0","","0","0","0","0","0",""
"0","All","08","CFGRW20","M20 ROUND HEAVY GALV WASHERS","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGRW6","M6 ROUND HEAVY GALV WASHERS","","MSL","0","","200","200","0","0","0",""
"0","All","08","CFGRW8","M8 ROUND HEAVY GALV WASHERS","","MSL","0","","200","200","0","0","0",""
"0","All","08","CFGSW10","M10 50 X 50 X 3 SQUARE GALV WASHERS","","MSL","0","","90","73","10","0","0",""
"0","All","08","CFGSW12","M12 50 X 50 X 3 SQUARE GALV WASHERS","","MSL","0","","182","-67","43","0","0",""
"0","All","08","CFGSW16","M16 50 X 50 X 3 SQUARE GALV WASHERS","","MSL","0","","96","26","4","0","0",""
"0","All","08","CFGSW20","M20 50 X 50 X 3 SQUARE GALV WASHERS","","MSL","0","","50","50","0","0","0",""
"0","All","08","CFGSW20506","M20 50 X 50 X 6 SQUARE GALV WASHERS","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGSW20656","M20 65 X 65 X 6 SQUARE GALV WASHERS","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGSW24","M24 50 X 50 X 3 SQUARE GALV WASHERS","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGTR10","THREADED ROD GALV M10 X 1M","","MSL","0","","3","3","0","0","0",""
"0","All","08","CFGTR12","THREADED ROD GALV M12 X 1M","","MSL","0","","3","0","3","0","0",""
"0","All","08","CFGTR122","THREADED ROD GALV M12 X 2M","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGTR16","THREADED ROD GALV M16 X 1M","","MSL","0","","3","3","0","0","0",""
"0","All","08","CFGTR162","THREADED ROD GALV M16 X 2m","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFGTR20","THREADED ROD GALV M20 X 1M","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFHARHCF12200","HILTI ANCHOR ROD HIT-C-F-8.8 M12 X 200","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHARHVF12150","HILTI ANCHOR ROD HIT-V-F-5.8 M12 X 150","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHARHZ12196","HILTI ANCHOR ROD HIT-Z M12 X 196","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHARHZ16205","HILTI ANCHOR ROD HIT-Z M16 X 205","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHARHZ20215","HILTI ANCHOR ROD HIT-Z M20 X 215","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHARHZR12196","HILTI ANCHOR ROD HIT-Z-R M12 X 196","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHARHZR16205","HILTI ANCHOR ROD HIT-Z-R M16 X 205","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHARHZR16240","HILTI ANCHOR ROD HIT-Z-R M16 X 240","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHBA","HEADER BLOCK ANCHOR LUMBERLOK #HBA","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFHCNXC72","HILTI CONCRETE NAIL X-C 72 MX","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHDC6811B","HILTI DX CARTRIDGE 6 8/11 M BLACK 50354","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHDC6811M10STDB","HILTI DX CARTRIDGE 6.8/11 M10 STD BLACK","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHDC6811R","HILTI DX CARTRIDGE 6 8/11 M RED 50353","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHJH24063","HYJOIST JOIST HANGERS HJ 240 X 63","","CHHFUT","0","","0","0","0","0","0",""
"0","All","08","CFHJH24090","HYJOIST JOIST HANGERS HJ 240 X 90","","CHHFUT","0","","0","0","0","0","0",""
"0","All","08","CFHJWS9018","HYJOIST WEB STIFFENER 90 X 18 x 2.4m H3","HYJOIST WEB STIFFENER 90 X 18 X 2.4m H3.1","CHHFUT","0","","0","0","0","0","0",""
"0","All","08","CFHSA61004565","HILTI SCREW ANCHOR HUS3-H 6 X 100/45/65","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHSA6802545","HILTI SCREW ANCHOR HUS3-H 6 X 80/25/45","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHSAHUS6100","HILTI SCREW ANCHOR HUS 6 X 100","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHSAHUS660","HILTI SCREW ANCHOR HUS 6 X 60","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHSAHUS680","HILTI SCREW ANCHOR HUS 6 X 80","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHSC6811Y","HILTI SPEC CTRDGE 6 8/11 M YELLOW 50352","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHSSA12115","HILTI STD STUD ANCHOR HSA-R M12 X 115","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHUNXNK54","HILTI UNIVERSAL NAIL X-NK 54 S12","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHUNXNK72","HILTI UNIVERSAL NAIL X-NK 72 S12","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHUNXU52","HILTI UNIVERSAL NAIL X-U 52 MX","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHUNXU52P8","HILTI UNIVERSAL NAIL X-U 52 P8","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHUNXU57","HILTI UNIVERSAL NAIL X-U 57 MX","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHUNXU72","HILTI UNIVERSAL NAIL X-U 72 MX","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHUNXU72P8","HILTI UNIVERSAL NAIL X-U 72 P8","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFHWR23","HILTI WASHER R23 51731","","HILFAS","0","","0","0","0","0","0",""
"0","All","08","CFJGB20","JOIST GRIPPA BRACKET S/S (20) PER PACK","JOIST GRIPPA BRACKET S/STEEL (20) PER PACK","MSL","0","","0","0","0","0","0",""
"0","All","08","CFJGB50","JOIST GRIPPA BRACKET S/S (50) PER PACK","JOIST GRIPPA BRACKET S/STEEL (50) PER PACK","MSL","0","","0","0","0","0","0",""
"0","All","08","CFJH47120","JH 47 X 120 JOIST HANGER","","MITLTD","0","","60","60","0","0","0",""
"0","All","08","CFJH47120G","JH 47 X 120 JOIST HANGER HOT DIPPED GALV","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFJH47120S","JH 47 X 120 JOIST HANGER STAINLESS STEEL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFJH47190","JH 47 X 190 JOIST HANGER","","MITLTD","0","","40","40","0","0","0",""
"0","All","08","CFJH47190G","JH 47 X 190 JOIST HANGER HOT DIPPED GALV","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFJH47190S","JH 47 X 190 JOIST HANGER STAINLESS STEEL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFJH4790","JH 47 X 90 JOIST HANGER","","MITLTD","0","","60","60","0","0","0",""
"0","All","08","CFJH4790S","JH 47 X 90 JOIST HANGER STAINLESS STEEL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFJH52120","JH 52 X 120 JOIST HANGER","","MITLTD","0","","60","60","0","0","0",""
"0","All","08","CFJH52120S","JH 52 X 120 JOIST HANGER STAINLESS STEEL","","ANZFAS","0","","0","0","0","0","0",""
"0","All","08","CFJH52190","JH 52 X 190 JOIST HANGER","","MITLTD","40","Box","38","48","2","0","0",""
"0","All","08","CFJH52190S","JH 52 X 190 JOIST HANGER STAINLESS STEEL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFJH5290","JH 52 X 90 JOIST HANGER","","MITLTD","0","","60","60","0","0","0",""
"0","All","08","CFJH5290S","JH 52 X 90 JOIST HANGER STAINLESS STEEL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFJH70180","JH 70 X 180 JOIST HANGER","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFJH95165","JH 95 X 165 JOIST HANGER","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFJH95165S","JH 95 X 165 JOIST HANGER STAINLESS STEEL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFLFJS","LUMBERLOK FLOOR JOIST STIFFENER","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFLG","LITTLE GRIPPER BUILDING PAPER TACKS","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFLSH180","LUMBERLOK SPLIT HANGER 180 (2) 1xL,1xR","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFLSH220","LUMBERLOK SPLIT HANGER 220","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFLTPS","LUMBERLOK TOP PLATE STIFFENER","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFMB10","MULTIBRACE - 10M COIL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFMB10S","MULTIBRACE STAINLESS STEEL - 10M COIL","","ANZFAS","0","","0","0","0","0","0",""
"0","All","08","CFMB10S^^NQ463","MULTIBRACE STAINLESS STEEL - 10M COIL","MULTIBRACE STAINLESS STEEL - 10M COIL","MITLTD","0","","0","0","1","0","0",""
"0","All","08","CFMB15","MULTIBRACE - 15M COIL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFMB30","MULTIBRACE - 30M COIL","","MITLTD","0","","0","1","3","0","0",""
"0","All","08","CFMBT","MULTIBRACE TENSIONERS","","MITLTD","0","","0","0","9","0","0",""
"0","All","08","CFMBT110G","MASON BRICK TIE 110mm GALV","","MASPLA","0","","0","0","0","0","0",""
"0","All","08","CFMBT110S","MASON BRICK TIE 110 STAINLESS STEEL 250","MASON BRICK TIE 110mm STAINLESS STEEL (250)","MASPLA","0","","0","0","0","0","0",""
"0","All","08","CFMBT85G250","MASON BRICK TIE 85mm GALV (250)","","MASPLA","0","","4","4","0","0","0",""
"0","All","08","CFMBT85S","MASON BRICK TIE 85mm STAINLESS STEEL 250","MASON BRICK TIE 85mm STAINLESS STEEL (250)","MASPLA","0","","0","0","0","0","0",""
"0","All","08","CFMG","MULTIGRIPS","","MITLTD","0","","100","100","0","0","0",""
"0","All","08","CFMGL","MULTIGRIPS LONG","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFMGS","MULTIGRIPS STAINLESS STEEL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFMNW320","FORTRESS 3 X 20mm MASONRY NAIL W/WASHER","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFMNW325","FORTRESS 3 X 25mm MASONRY NAIL W/WASHER","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFMNW340","FORTRESS 3 X 40mm MASONRY NAIL W/WASHER","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFMSBZ10140","MITEK 10 X 140 SCREWBOLT BLUEHEAD ZINC","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNP10001","NAIL ON PLATE 1000mm X 1m","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNP160110S","NAIL ON PLATE STAINLESS STEEL 160 X 110","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNP200100S","NAIL ON PLATE STAINLESS STEEL 200 X 100","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNP240100S","NAIL ON PLATE STAINLESS STEEL 240 X 100","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNP320110S","NAIL ON PLATE STAINLESS STEEL 320 X 110","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNP360110S","NAIL ON PLATE STAINLESS STEEL 360 X 110","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNP80110S","NAIL ON PLATE STAINLESS STEEL  80 X 110","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNPCWCM2","NICKEL PLATED COPPER WIRE CRIMP M2.0","","ANZFAS","0","","0","0","0","0","0",""
"0","All","08","CFNPG200100","NAIL ON PLATE GALV 200mm X 100mm","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNPG200110","NAIL ON PLATE GALV 200mm X 110mm","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNPG2200113","NAIL ON PLATE GALV 2mm 200mm X 113mm","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNPG240100","NAIL ON PLATE GALV 240mm X 100mm","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNPG320110","NAIL ON PLATE GALV 320mm X 110mm","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNPG500110","NAIL ON PLATE GALV 500mm X 110mm","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNPHDG160100","NAIL ON PLATE HOT DIP GALV 160mm X 100mm","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFNW1214","NEO WASHERS 12G-14G","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFOPF10","LUMBERLOK ORDINARY PILE FIXING 10/BAG","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFPBPG1215025","POWERS BOTTOM PLATE BTG12150 TUB (25)","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCNA6538","POWERS 6.5 X 38 CSK HEAD NYLON ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCNA6550","POWERS 6.5 X 50 CSK HEAD NYLON ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCNA6575","POWERS 6.5 X 75 CSK HEAD NYLON ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCP","POWERS 50520 .22 CAL PURPLE CHARGE","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCR","POWERS 50518 .22 CAL RED CHARGE (100)","","MSL","0","","5","5","0","0","0",""
"0","All","08","CFPCS564","POWERS 5.0 X 64MM COUNTERSUNK SPIKE","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCS65100","POWERS 6.5 X 100MM COUNTERSUNK SPIKE","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCS6565","POWERS 6.5 X 65MM COUNTERSUNK SPIKE","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCSAZ10100","POWERS FS10100 10X100 CSK SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCSAZ1075","POWERS FS1075 10X75MM CSK SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCSAZ65100","POWERS FS65100 6.5X100 CSK SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCSAZ6575","POWERS FS6575 6.5X75MM CSK SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPCY","POWERS 50516 .22 CAL YELLOW CHARGE","","MSL","0","","2","2","0","0","0",""
"0","All","08","CFPDP8100","POWERS DP8100 100MM DRIVE PIN","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPDP865","POWERS DP865 65MM DRIVE PIN","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPDPC42","POWERS DN42M COLLATED DRIVE PIN 42mm","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPESG12100","POWERS 12 X 100 EXC SCREWBOLT GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPESG12150","POWERS 12 X 150 EXC SCREWBOLT GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPFMJH29070","PRYDA FACE MOUNT JOIST HANGER LF290-70","","NZWOOD","0","","0","0","0","0","0",""
"0","All","08","CFPGPSS","POLE TO GIRT PLATE STAINLESS STEEL","","MITLTD","0","","0","0","0","0","0",""
"0","All","08","CFPHSAG12100","POWERS 12 X 100 HEX SLEEVE ANCHOR GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAG12130","POWERS 12 X 130 HEX SLEEVE ANCHOR GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAG885","POWERS HS0885G 8X85MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAS6555","POWERS 6.5 X 55 S/ST HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ1040","POWERS HS1040 10X40MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ1050","POWERS HS1050 10X50MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ1075","POWERS HS1075 10X75MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ1095","POWERS HS1095 10X95MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ12100","POWERS HS12100 12X100 HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ12130","POWERS HS12130 12X130 HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ1260","POWERS HS1260 12X60MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ1275","POWERS HS1275 12X75MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ16145","POWERS HS16145 16X145 HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ1665","POWERS HS1665 16X65MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ20105","POWERS HS20105 20X105 HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ6575","POWERS HS6575 6.5X75MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ840","POWERS HS0840 8X40MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSAZ865","POWERS HS0865 8X65MM HEX SLEEVE ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHSN8100","POWERS 8 X 100 MUNGO HAMMER SCREW NYLON","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPHWA","POWERS HOLLOW WALL ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPKASS12160","POWERS KEMFIX ANCHOR STUD 12 X 160 S/STE","POWERS KEMFIX ANCHOR STUD 12 X 160 S/STEEL","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPKCS12160","POWERS KEMFIX CAPSULE STUD 12 X 160 GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPKCS16190","POWERS KEMFIX CAPSULE STUD 16 X 190 GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPKMN","POWERS KEMFAST MIXER NOZZLES FOR KF2","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMN220","POWERS 2.5mm X 20mm MASONRY NAIL","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMN325","POWERS MN325 25mm FINE SHNK MASONRY NAIL","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMN350","POWERS MN350 50mm X 2.5mm MASONRY NAIL","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMN4100","POWERS MN4100 100MM MASONRY NAIL","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMN450","POWERS MN450 50MM MASONRY NAIL","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMNA6550","POWERS 6.5 X 50 MUSH HEAD NYLON ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMNW320","POWERS MN320 20mm MASONRY NAIL W/WASHER","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMNW330","POWERS MPW330 30mm MASONRY NAIL W/WASHER","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMNW340","POWERS MPW340 40mm MASONRY NAIL W/WASHER","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMNW350","POWERS MPW350 50mm MASONRY NAIL W/WASHER","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMNW475","POWERS MNW475 75mm MASONRY NAIL W/WASHER","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMPA6550","POWERS 6.5 X 50MM METAL PIN ANCHOR","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMS65100","POWERS 6.5 X 100MM MUSHROOM HEAD SPIKE","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMS6575","POWERS 6.5 X 75mm MUSHROOM HEAD SPIKE","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPMS6575SS","POWERS 6.5 X 75mm MUSH HEAD SPIKE S/STL","POWERS 6.5 X 75mm MUSHROOM HEAD SPIKE S/STEEL","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPNP1050","POWERS FP1050 10 X 50MM NYLON PLUG","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPNP525","POWERS FP525 5 X 25MM NYLON PLUG","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPNP840","POWERS FP0840 8 X 40MM NYLON PLUG","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPSD16","POWERS 16mm STEEL DISC","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPSG12225","POWERS 12 X 225 GALV STUD NUT & WASHER","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPSG16190","POWERS 16 X 190 GALV STUD NUT & WASHER","","MSL","0","","0","0","0","0","0",""
"0","All","08","CFPSHG10120","POWERS 10 X 120 BT SCREWBOLT HEX GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPSHG10140","POWERS 10 X 140 BT SCREWBOLT HEX GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPSHG550","POWERS 5 X 50 BT SCREWBOLT HEX GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPSHG65100","POWERS 6.5 X 100 BT SCREWBOLT HEX GALV","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPSHZ10100","POWERS 10 X 100 BT SCREWBOLT HEX ZINC","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPSHZ1075","POWERS 10 X 75 BT SCREWBOLT HEX ZINC","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPSHZ12150","POWERS 12 X 150 BT SCREWBOLT HEX ZINC","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPTBG12135","POWERS 12 X 135 THROUGH BOLT GALVANISED","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPTBG12180","POWERS 12 X 180 THROUGH BOLT GALVANISED","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPTBG1280","POWERS 12 X 80 THROUGH BOLT GALVANISED","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPTBG16125","POWERS 16 X 125 THROUGH BOLT GALVANISED","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPTBG16140","POWERS 16 X 140 THROUGH BOLT GALVANISED","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPTBG20125","POWERS 20 X 125 THROUGH BOLT GALVANISED","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPTCCS6595","POWERS 6.5 X 95 TAPPER CSK CONC SCREW","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPWD32","POWERS WALL DOG SQ DRV 32 PAN HD C4","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPWD50","POWERS WALL DOG SQ DRV 50 PAN ZINC","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFPZIM","POWERS ZIP IT METAL WITH SCREW","","POWFAS","0","","0","0","0","0","0",""
"0","All","08","CFR60358HCT","REID 60mm DIA 0.3mm 5.8m HDG CORR TUBE","","RAMNEW","0","","0","0","0","0","0",""
"0","All","08","CFRAS12150GF","RAMSET ANKA SCREW 12 X 150mm GALV FLHD","","BUNLTD","0","","0","0","0","0","0",""
"0","All","08","CFRAS8100GF","RAMSET ANKA SCREW 8 X 100mm GALV FLHD","","RAMNEW","0","","0","0","0","0","0",""
"0","All","08","CFRAS860GF","RAMSET ANKA SCREW 8 X 60mm GALV FLHD","","RAMNEW","0","","0","0","0","0","0",""
"0","All","08","CFRASG12150","RAMSET ANCHOR SCREW GALV 12 X 150","","RAMNEW","0","","0","0","0","0","0",""
"0","All","08","CFRBC20I3","REID CONDUIT 20mm INT 3m LENGTH","","RAMNEW","0","","0","0","0","0","0",""
"0","All","08","CFRBCT13","BOA COIL THREAD TO SUIT 13mm BAC08","","RAMNEW","0","","0","0","0","0","0",""
"0","All","08","CFRBF16","REID BAR FOOTPLATE 16mm #RBA16FP","","PRYREI","0","","0","0","0","0","0",""
"0","All","08","CFRBGHN25","REID BAR GALV HALF NUT 25mm #RB25NHG","","RAMNEW","0","","0","0","0","0","0",""
"0","All","08","CFRBGN16","REID BAR GALV NUT 16mm #RBA16NG","","ITWLTD","0","","0","0","0","0","0",""
"0","All","08","CFRBN12","REID BAR NUT 12mm #RB12N","","RAMNEW","0","","0","0","0","0","0",""
"0","All","08","CFRBPCF","REID PLASTIC CONE FOR FORMWORK","","RAMNEW","0","","0","0","0","0","0",""
"0","All","08","CFRBTI","REID BAR THREADED INSERTS #RB25TI","","RAMNEW","0","","0","0","0","0","0",""
